RANGO ETARIO,NIVEL EDUCACIONAL,SEXO,ESTADO CIVIL,ACTIVIDAD,ESTADO ACTUAL,AÑO APERTURA TARJETA,CUPO MÁXIMO,PORCENTAJE DE USO DEL CUPO,VECES QUE COMPRA EN PROMEDIO AL AÑO,UNIDADES COMPRADAS DEL PRODUCTO A,UNIDADES COMPRADAS DEL PRODUCTO B,CANTIDAD HISTORICA DE ATRASOS EN PAGOS,COMPRA PRODUCTO EN PROMOCIÓN
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2013,"301,500",100.0%,6,9,1,6,NO
MAYOR QUE 50,EDUC. TÉCNICA,FEMENINO,VIUDO,ESTUDIANTE,DEUDA DE 2 MESES,2006,"301,500",0.0%,8,10,1,9,SI
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2014,"751,615",100.0%,15,9,1,3,SI
ENTRE 30 Y 40,EDUC. TÉCNICA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2014,"301,500",100.0%,9,0,2,0,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2007,"301,500",0.0%,5,4,10,12,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,DEUDA DE 1 MES,2005,"301,500",0.0%,5,7,7,1,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,DEUDA DE 1 MES,2008,"301,500",0.0%,9,8,3,8,SI
ENTRE 40 Y 50,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2014,"4,518,786",100.0%,9,10,10,20,SI
MENOR QUE 30,EDUC. TÉCNICA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2010,"716,991",100.0%,6,6,9,3,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2005,"301,500",0.0%,6,7,4,0,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2007,"301,500",0.0%,7,9,3,7,NO
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2011,"301,500",0.0%,5,1,5,2,SI
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,DEUDA DE 1 MES,2007,"390,497",100.0%,7,3,0,16,NO
MENOR QUE 30,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2010,"301,500",12.3%,9,0,0,11,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2012,"301,500",0.0%,5,1,6,9,NO
ENTRE 40 Y 50,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2008,"301,500",4.0%,8,0,0,13,NO
MENOR QUE 30,EDUC. TÉCNICA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2014,"301,500",96.1%,20,6,10,15,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2009,"301,500",38.8%,7,2,4,24,SI
MENOR QUE 30,ESTUDIANTE UNIVERSITARIO,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2010,"301,500",100.0%,6,9,4,11,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2012,"301,500",0.0%,6,2,7,1,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,VIUDO,DEPENDIENTE,SIN DEUDA,2010,"301,500",0.0%,5,1,3,2,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,VIUDO,DEPENDIENTE,SIN DEUDA,2005,"301,500",0.0%,5,2,2,17,NO
ENTRE 40 Y 50,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2005,"301,500",0.0%,11,9,2,24,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2009,"301,500",0.0%,5,10,4,11,NO
MAYOR QUE 50,EDUC. TÉCNICA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2007,"655,377",100.0%,7,1,9,22,NO
ENTRE 30 Y 40,EDUC. TÉCNICA,FEMENINO,SOLTERO,EMPRESARIO,SIN DEUDA,2008,"301,500",0.0%,5,9,1,6,NO
MAYOR QUE 50,EDUC. TÉCNICA,MASCULINO,CASADO,EMPRESARIO,SIN DEUDA,2014,"301,500",0.0%,5,9,6,25,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2006,"675,812",100.0%,7,10,0,13,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,DEUDA DE 2 MESES,2014,"301,500",90.5%,11,3,8,6,SI
ENTRE 30 Y 40,ESTUDIANTE UNIVERSITARIO,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2008,"301,500",36.8%,6,3,7,13,NO
ENTRE 30 Y 40,EDUC. TÉCNICA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2008,"301,500",89.1%,7,7,3,25,SI
ENTRE 40 Y 50,EDUC. TÉCNICA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2014,"447,498",100.0%,9,4,2,25,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,CASADO,EMPRESARIO,SIN DEUDA,2006,"440,733",100.0%,5,2,0,6,NO
MAYOR QUE 50,ESTUDIANTE UNIVERSITARIO,FEMENINO,CASADO, ,SIN DEUDA,2013,"301,500",0.0%,10,2,7,9,NO
MENOR QUE 30,EDUC. TÉCNICA,FEMENINO,SOLTERO,ESTUDIANTE,SIN DEUDA,2013,"695,536",100.0%,8,0,5,9,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2006,"301,500",0.0%,6,3,4,7,SI
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,EMPRESARIO,SIN DEUDA,2011,"301,500",0.0%,6,2,6,15,NO
ENTRE 30 Y 40,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2008,"301,500",54.2%,7,0,6,19,SI
MENOR QUE 30,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,ESTUDIANTE,SIN DEUDA,2005,"301,500",0.0%,7,8,2,1,SI
ENTRE 40 Y 50,ESTUDIANTE UNIVERSITARIO,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2006,"301,500",41.6%,7,7,0,2,SI
MENOR QUE 30,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,ESTUDIANTE,SIN DEUDA,2010,"301,500",0.0%,6,7,10,1,NO
ENTRE 40 Y 50,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2014,"953,361",100.0%,7,4,1,17,NO
ENTRE 30 Y 40,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2005,"301,500",48.1%,5,7,3,9,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,DEUDA DE 2 MESES,2007,"301,500",0.0%,6,0,10,22,SI
MENOR QUE 30,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2006,"301,500",0.0%,7,0,3,11,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2011,"301,500",0.0%,5,2,2,0,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2010,"301,500",23.3%,7,10,7,4,NO
MENOR QUE 30,EDUC. TÉCNICA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2005,"301,500",5.7%,13,5,1,0,SI
MAYOR QUE 50,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2006,"301,500",0.0%,5,7,10,18,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2008,"301,500",0.0%,5,2,1,22,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2012,"301,500",70.5%,7,4,7,24,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2010,"301,500",0.0%,10,4,2,22,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2014,"624,087",100.0%,7,4,6,6,NO
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,DEUDA DE 1 MES,2006,"301,500",56.4%,10,6,5,5,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,EMPRESARIO,DEUDA DE 2 MESES,2012,"301,500",51.5%,12,0,8,22,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,DEUDA DE 1 MES,2005,"373,667",100.0%,30,0,10,1,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,DEUDA DE 1 MES,2014,"301,500",73.3%,14,0,6,19,NO
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2010,"301,500",0.0%,5,7,2,5,NO
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2009,"301,500",0.0%,5,0,8,18,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,CASADO,,SIN DEUDA,2006,"301,500",0.0%,8,7,7,23,SI
MENOR QUE 30,ESTUDIANTE UNIVERSITARIO,FEMENINO,SOLTERO,EMPRESARIO,SIN DEUDA,2012,"301,500",0.0%,9,6,0,1,SI
MENOR QUE 30,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,ESTUDIANTE,DEUDA DE 2 MESES,2012,"301,500",0.0%,6,5,5,20,NO
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,CASADO, ,DEUDA DE 2 MESES,2006,"301,500",0.0%,9,1,10,2,NO
MAYOR QUE 50,EDUC. TÉCNICA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2011,"301,500",0.0%,5,8,3,25,NO
MAYOR QUE 50,EDUC. TÉCNICA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2012,"301,500",0.0%,5,2,4,10,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,DEUDA DE 2 MESES,2005,"301,500",0.0%,5,1,3,19,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2010,"752,562",100.0%,7,5,10,11,NO
ENTRE 40 Y 50,EDUC. TÉCNICA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2011,"453,932",100.0%,7,9,2,20,NO
MENOR QUE 30,EDUC. TÉCNICA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2014,"301,500",0.0%,5,6,0,25,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2010,"301,500",0.0%,5,6,9,12,NO
MENOR QUE 30,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2011,"301,500",0.0%,5,6,10,25,SI
MENOR QUE 30,EDUC. TÉCNICA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2005,"301,500",0.0%,5,2,10,24,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2008,"301,500",0.0%,5,2,9,18,SI
ENTRE 40 Y 50,ESTUDIANTE UNIVERSITARIO,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2006,"301,500",0.0%,6,3,7,0,SI
MENOR QUE 30,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,ESTUDIANTE,DEUDA DE 1 MES,2014,"301,500",0.0%,23,9,1,0,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,SEPARADO,ESTUDIANTE,DEUDA DE 2 MESES,2006,"301,500",0.0%,5,3,7,1,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2006,"301,500",10.9%,7,7,9,8,NO
MENOR QUE 30,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2014,"804,366",100.0%,5,1,7,11,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2008,"301,500",75.6%,6,3,9,0,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2007,"301,500",0.0%,5,9,9,9,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2005,"301,500",0.0%,6,3,0,9,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,SEPARADO,DEPENDIENTE,SIN DEUDA,2007,"301,500",0.0%,6,10,9,18,NO
MENOR QUE 30,EDUC. UNIVERSITARIA,MASCULINO,SEPARADO,DEPENDIENTE,SIN DEUDA,2008,"301,500",0.0%,5,6,9,12,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2014,"301,500",0.0%,5,2,1,14,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2010,"301,500",0.0%,5,4,4,14,NO
ENTRE 40 Y 50,EDUC. TÉCNICA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2006,"301,500",17.8%,5,2,9,21,NO
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2005,"301,500",0.0%,5,7,4,0,SI
MAYOR QUE 50,EDUC. TÉCNICA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2008,"301,500",21.8%,7,5,3,17,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,DEUDA DE 2 MESES,2007,"301,500",0.0%,5,4,10,18,SI
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2008,"662,938",100.0%,6,6,0,14,SI
ENTRE 40 Y 50,EDUC. TÉCNICA,FEMENINO,CASADO,EMPRESARIO,SIN DEUDA,2013,"301,500",0.0%,7,3,1,4,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2008,"660,924",100.0%,6,6,9,20,SI
MENOR QUE 30,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2012,"301,500",0.0%,5,0,4,7,SI
ENTRE 30 Y 40,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2014,"2,557,498",100.0%,8,9,8,10,NO
ENTRE 30 Y 40,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2005,"301,500",0.0%,5,6,2,14,NO
MAYOR QUE 50,EDUC. TÉCNICA,FEMENINO,SOLTERO,EMPRESARIO,DEUDA DE 1 MES,2014,"301,500",0.0%,5,9,3,0,NO
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2005,"301,500",0.3%,5,0,1,18,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2009,"301,500",100.0%,17,7,3,0,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,DEUDA DE 1 MES,2007,"301,500",0.0%,5,9,9,0,SI
ENTRE 30 Y 40,EDUC. MEDIA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2007,"301,500",0.0%,5,6,9,3,NO
MAYOR QUE 50,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2009,"301,500",0.0%,6,2,3,18,SI
MAYOR QUE 50,EDUC. TÉCNICA,FEMENINO,CASADO, ,SIN DEUDA,2006,"301,500",96.6%,8,10,2,25,SI
MENOR QUE 30,EDUC. UNIVERSITARIA,FEMENINO,CASADO, ,SIN DEUDA,2006,"301,500",0.0%,7,3,2,20,SI
MAYOR QUE 50,EDUC. TÉCNICA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2007,"301,500",49.6%,7,4,6,20,SI
MENOR QUE 30,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,DEUDA DE 1 MES,2014,"301,500",0.0%,7,9,4,20,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,VIUDO,DEPENDIENTE,SIN DEUDA,2006,"301,500",94.3%,8,7,5,8,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2006,"301,500",0.2%,7,3,5,1,SI
MENOR QUE 30,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,DEUDA DE 1 MES,2011,"301,500",0.0%,10,6,1,10,NO
ENTRE 30 Y 40,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2008,"301,500",15.5%,5,9,8,21,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2014,"301,500",0.0%,5,9,10,2,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,CASADO,DEPENDIENTE,DEUDA DE 1 MES,2010,"301,500",100.0%,11,4,2,19,SI
ENTRE 30 Y 40,EDUC. TÉCNICA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2014,"301,500",36.7%,5,1,5,6,NO
ENTRE 30 Y 40,EDUC. TÉCNICA,FEMENINO,CASADO, ,SIN DEUDA,2010,"666,852",100.0%,6,5,2,21,NO
ENTRE 40 Y 50,EDUC. TÉCNICA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2014,"301,500",0.0%,6,8,4,22,NO
ENTRE 40 Y 50,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2008,"301,500",0.0%,7,1,5,2,NO
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2011,"301,500",0.0%,11,9,8,5,SI
MENOR QUE 30,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,DEUDA DE 1 MES,2010,"301,500",100.0%,6,2,6,23,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2007,"301,500",21.0%,7,1,2,13,NO
MAYOR QUE 50,EDUC. TÉCNICA,FEMENINO,CASADO,DEPENDIENTE,DEUDA DE 2 MESES,2005,"784,274",100.0%,6,6,0,14,SI
MAYOR QUE 50,EDUC. TÉCNICA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2010,"301,500",0.0%,7,7,5,14,SI
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,EMPRESARIO,SIN DEUDA,2006,"301,500",0.0%,5,0,10,9,NO
ENTRE 40 Y 50,EDUC. MEDIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2009,"301,500",13.8%,6,9,3,17,SI
ENTRE 30 Y 40,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2006,"301,500",0.0%,5,3,3,9,NO
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2006,"2,183,897",100.0%,19,0,6,6,SI
ENTRE 40 Y 50,EDUC. TÉCNICA,FEMENINO,CASADO, ,SIN DEUDA,2006,"301,500",0.0%,12,10,8,16,SI
MAYOR QUE 50,EDUC. TÉCNICA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2012,"301,500",39.2%,7,7,4,0,SI
MAYOR QUE 50,EDUC. TÉCNICA,FEMENINO,VIUDO,DEPENDIENTE,DEUDA DE 1 MES,2014,"301,500",0.0%,7,2,9,16,NO
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2010,"301,500",0.0%,5,5,10,4,SI
ENTRE 30 Y 40,EDUC. TÉCNICA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2007,"301,500",0.0%,7,2,9,20,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,DEUDA DE 2 MESES,2006,"301,500",0.0%,8,0,3,18,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,CASADO, ,DEUDA DE 2 MESES,2012,"863,213",100.0%,10,0,5,19,NO
ENTRE 30 Y 40,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2012,"301,500",12.9%,7,10,7,15,NO
MENOR QUE 30,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2005,"301,500",17.5%,8,2,6,16,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,,SIN DEUDA,2009,"301,500",0.0%,5,2,4,20,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2007,"301,500",0.0%,5,0,1,11,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2009,"301,500",0.0%,6,2,1,9,SI
ENTRE 30 Y 40,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2013,"301,500",0.0%,5,4,9,4,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,EMPRESARIO,SIN DEUDA,2010,"301,500",0.0%,8,0,3,24,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2013,"301,500",0.0%,14,1,10,9,NO
ENTRE 40 Y 50,EDUC. TÉCNICA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2007,"518,200",100.0%,11,7,6,25,SI
MAYOR QUE 50,EDUC. MEDIA,FEMENINO,VIUDO,DEPENDIENTE,SIN DEUDA,2006,"301,500",0.0%,6,2,2,5,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,DEUDA DE 1 MES,2012,"301,500",54.7%,9,8,5,21,SI
MAYOR QUE 50,EDUC. TÉCNICA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2008,"301,500",0.0%,5,2,8,25,SI
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,SEPARADO,DEPENDIENTE,SIN DEUDA,2014,"4,679,238",100.0%,10,2,3,14,NO
MENOR QUE 30,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2014,"301,500",0.0%,7,6,0,3,NO
MENOR QUE 30,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2006,"301,500",0.0%,5,1,8,2,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,CASADO,DEPENDIENTE,DEUDA DE 2 MESES,2013,"301,500",0.0%,11,10,9,2,SI
MAYOR QUE 50,EDUC. TÉCNICA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2006,"301,500",82.9%,8,1,10,7,NO
MAYOR QUE 50,EDUC. TÉCNICA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2005,"301,500",0.0%,6,9,5,3,NO
MENOR QUE 30,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,ESTUDIANTE,SIN DEUDA,2013,"1,481,577",100.0%,7,4,5,5,NO
MAYOR QUE 50,ESTUDIANTE UNIVERSITARIO,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2006,"301,500",0.0%,28,5,5,2,SI
MENOR QUE 30,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,ESTUDIANTE,SIN DEUDA,2012,"788,018",100.0%,6,4,1,24,SI
ENTRE 40 Y 50,EDUC. TÉCNICA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2005,"2,923,344",0.0%,5,8,9,15,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2012,"301,500",0.0%,6,6,8,13,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,SEPARADO,DEPENDIENTE,DEUDA DE 2 MESES,2011,"3,820,608",0.0%,6,5,9,16,SI
ENTRE 30 Y 40,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2012,"3,075,306",0.0%,5,9,4,7,NO
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,DEUDA DE 1 MES,2014,"9,605,308",0.4%,5,9,7,23,SI
MENOR QUE 30,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2012,"910,832",0.0%,5,10,3,8,NO
MAYOR QUE 50,EDUC. TÉCNICA,MASCULINO,SOLTERO,DEPENDIENTE,DEUDA DE 1 MES,2006,"2,710,606",0.0%,5,1,2,18,SI
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2007,"5,173,740",0.9%,6,3,9,1,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2007,"1,857,240",0.0%,5,1,0,11,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,CASADO,EMPRESARIO,SIN DEUDA,2012,"2,597,724",92.4%,7,5,1,13,SI
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,DEUDA DE 2 MESES,2007,"3,408,958",0.0%,5,7,3,2,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2005,"2,020,050",0.0%,7,2,5,18,NO
